"id","format1","format2","format3","format4","format5","format6","format7","format8","format9","format10","format11","format12","format13","format14"
"RP-T-1967-72","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1899-A-4231","geprepareerd papier","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1934-7","inkt","krijt","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3336","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1965-196","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1968-70-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1930-93","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1922-16","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-440-D","cellulose acetaat","celluloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1909-17","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1937-24","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3367","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-710","been",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1899-A-4249","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-378","dekverf","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1890-A-2371","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-4078","zilverstift","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1908-17","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1922-12","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2440(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-401","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1959-264(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-168","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-1912","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10254-1-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1965-171","olieverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2434","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-568","veer (vogel)","aigrette","metaal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3513","potlood","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-95","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10254-5-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1956-50","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-45","geprepareerd papier","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.1(V)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-135(R)","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-386","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1931-165","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-558","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1974-74-A","metaal","parelmoer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-2142","verf","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-551","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-409","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1943-33","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-84-B","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1937-22(R)","inkt","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-129","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-181(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-59","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1887-A-1164","krijt","inkt","kardoespapier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1548","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1973-69","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-542","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.10(V)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-332(R)","geprepareerd papier","zilverstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3551","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-A-1","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1911-105","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-355","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-1(R)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-519","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1910-9","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-386","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-14367-57","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1893-A-2797","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-4075","zilverstift","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-548","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-2825","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-14","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-573(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-242","verf","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-251","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-486-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1947-3","grafiet","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-11123-A","leer","satijn","zilverdraad","zilverdraad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1962-50","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1903-A-4766(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3356","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-556","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1899-A-4232","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1957-258","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-562","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1958-118(R)","geprepareerd papier","verf","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-575(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-250","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1909-22","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-131(R)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-713-M","kunststof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1951-12(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-4(R)","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10254-9-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1936-37","inkt","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-541(B)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1890-A-2387","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-84-E-5","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.5(V)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10301-A","wol","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10298-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1910-16","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2462","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-250","lak","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3951","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-487-A","zijde","tricot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-634-B","hout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-411","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1933-64","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-2169(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1951-253(V)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-294","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-B-1","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1930-94","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1921-472(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-84-A","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-93","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-132","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-713-G","staal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1423(V)","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1940-594","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-233(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-779-B","ijzer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1978-439","cellulose acetaat","celluloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1933-70(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1921-477","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1885-A-556C","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1959-264(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-1913","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-361","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1547","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1922-42(V)","inkt","krijt","kardoespapier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1893-A-2754","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-4079","geprepareerd papier","zilverstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1911-108(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3604","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1881-A-131","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1886-A-568","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1933-1","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1955-51(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1879-A-6","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1913-4","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-370","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1890-A-2271","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3966","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.2(V)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-135(V)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3964","inkt","kardoespapier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-204","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2442","verf","potlood","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-3079-A","zijde","metaaldraad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-450","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-333(R)","geprepareerd papier","zilverstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1433","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1954-284","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1901-A-4552(R)","inkt","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1965-167","olieverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-201","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1919-57","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.12(R)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-5160-4-A","zijde","zilvergalon","linnen","kant (materiaal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1955-137","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1946-84(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-565","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-354","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-11(R)","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-90(V)","inkt","dekverf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-70(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1972-143","strohalm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1974-68","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-P-1896-A-19245-2","verf","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-291","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-B-4","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1912-26","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3742","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-545","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-718","hout","lak","verf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-534","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1911-83","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1989-91","krijt","grafiet","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10304","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1911-81","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1959-291","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-7(R)","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1883-A-255","verf","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1891-A-2443","verf","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1956-61","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3968","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1887-A-1152","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1885-A-473","kardoespapier","verf","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1894-A-3023(V)","zilverstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1955-164","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-518","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1931-183","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-A-4","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1961-71","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-571","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-2(V)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-C-2","linnen","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1953-135","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1901-A-4551","inkt","geprepareerd papier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1963-266","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1950-270","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1897-A-3357(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-520","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3987","perkament","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-380","linnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-91","geprepareerd papier","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1887-A-1393","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1888-A-1874","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1939-78-F.4(R)","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-A-16","draadwerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1890-A-2384","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-375","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-53(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1975-137-C-5","linnen","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-419","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1934-11","verf","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-129","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-708","staal","been",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1958-162(V)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-5(V)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-00-92","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1960-52","grafiet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1937-14","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1879-A-42","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1930-91","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1961-14","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1884-A-404","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-3585","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-5160-1-A","zijde","kant (materiaal)","tule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1977-118-C","aardewerk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1921-482","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1936-38","verf","krijt","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1968-40","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1952-383","vernis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-244-B","git","kunststof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-1973-269-B","ijzerdraad","fluweel","kunststof","zijde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1913-10","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1898-A-4076","geprepareerd papier","loodstift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-161","gouache (waterverf)","perkament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1935-43-12(V)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1889-A-1910","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1963-268","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BK-NM-10254-7-A","katoen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1931-185(R)","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1948-387","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1940-593","geprepareerd papier","verf","inkt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1905-134(R)","inkt","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RP-T-1951-152","verf","krijt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
